"Happy to announce, I am nominating Alex Azar to be the next HHS Secretary. He will be a star for better healthcare and lower drug prices!"
Will be leaving the Philippines tomorrow after many days of constant mtgs and work in order to My promises are rapidly being fulfilled.
"Great day of bilateral meetings at on trade, which we are turning around to be great deals for our cou… t.co/n7g7Zvo9pl"
Thank you! t.co/TD0rYcWN8C
"We had a wonderful visit to Vietnam, thank you President Tran Dai Quang! Heading to the 50th Anniv Gal… t.co/s5gIKMqt50"
"Just landed in the Philippines after a great day of meetings and events in Hanoi, Vietnam! t.co/YxHRNhhPWo"
"Will be doing a joint press conference in Hanoi, Vietnam then heading for final destination of trip, the Phillipines."
President Xi of China has stated that he is upping the sanctions against Said he wants them to denuclearize. Progress is being made.
“Presidential Proclamation Commemorating the 50th Anniversary of the Vietnam War” ➡️t.co/hgUQP9leqK ➡️… t.co/xZ8AWnxDEA
"On behalf of an entire nation, Happy 242nd Birthday to the men and women of the United States Marines! t.co/EDmzIuB09r"
"Just landed in Da Nang, Vietnam to deliver a speech at "
In the coming months and years ahead I look forward to building an even STRONGER relationship between the United St… t.co/kHCeQSQDtk
"President Xi, thank you for such an incredible welcome ceremony. It was a truly memorable and impressive display! 📸… t.co/Jbj5TWhCla"
Congratulations to all of the ”DEPLORABLES” and the millions of people who gave us a MASSIVE (304-227) Electoral Co… t.co/cKVtPvEHOB
Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!
Join me LIVE in South Korea🇺🇸🇰🇷 ➡️t.co/M3iEhPdkas t.co/hSxdtd2UnY
Thank you to all Americans who participated in Nat'l Rx Drug Take Back Day. A record amount of drugs collected and disposed. We can do this!
"Franklin, such a great photo. HAPPY 99th BI"
"EdWGillespie will totally turn around the high crime and poor economic performance of VA. MS-13 and crime will be gone. Vote today, ASAP!"
....and has been horrible on Virginia economy. Vote EdWGillespie today!
"Ralph Northam will allow crime to be rampant in Virginia. He’s weak on crime, weak on our GREAT VETS, Anti-Second Amendment...."
"....is making. Working very hard on TAX CUTS for the middle class, companies and jobs!"
Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....
"It was my great honor to have lunch with our INCREDIBLE U.S. and ROK troops at Camp Humphreys, in South Korea. 🇺🇸🇰🇷… t.co/QJtVR498yK"
本当にありがとう、ドナルド。そして、アジア歴訪の大成功をお祈りしています。realDonaldTrump t.…
....Some of those they are harshly treating have been “milking” their country for years!
"I have great confidence in King Salman and the Crown Prince of Saudi Arabia, they know exactly what they are doing...."
"Getting ready to leave for South Korea and meetings with President Moon, a fine gentleman. We will figure it all out!"
